tenure,monthly_charges,total_charges,contract_type,customer_support_calls,internet_service,online_security,tech_support,payment_method,paperless_billing,churn
22,34.65,762.38,Month-to-month,0,No,Yes,Yes,Bank transfer,Yes,1
30,67.14,2014.29,One year,6,DSL,No,No,Electronic check,Yes,1
63,64.8,4082.37,Month-to-month,9,DSL,Yes,No,Mailed check,Yes,1
4,79.11,316.46,Month-to-month,1,DSL,No,No,Electronic check,Yes,1
59,85.01,5015.53,One year,5,DSL,Yes,No,Electronic check,Yes,0
8,30.29,242.29,One year,8,Fiber optic,No,Yes,Bank transfer,Yes,1
12,21.47,257.65,Month-to-month,5,Fiber optic,No,No,Credit card,No,1
31,75.17,2330.3,Month-to-month,2,DSL,Yes,Yes,Credit card,Yes,0
34,44.11,1499.79,One year,0,No,No,No,Credit card,Yes,1
49,70.08,3433.86,One year,3,Fiber optic,Yes,Yes,Mailed check,Yes,0
57,32.04,1826.48,One year,3,Fiber optic,No,Yes,Mailed check,No,0
26,57.52,1495.6,Month-to-month,7,DSL,No,Yes,Bank transfer,Yes,1
18,60.35,1086.37,One year,9,DSL,Yes,No,Credit card,No,1
38,66.81,2538.64,Month-to-month,9,Fiber optic,Yes,No,Mailed check,Yes,1
50,61.05,3052.68,Month-to-month,6,DSL,No,No,Credit card,Yes,1
8,59.66,477.24,One year,9,Fiber optic,Yes,No,Credit card,Yes,1
41,46.62,1911.37,One year,6,Fiber optic,Yes,No,Mailed check,No,1
6,25.69,154.17,Month-to-month,6,Fiber optic,No,Yes,Credit card,No,1
69,27.16,1874.15,Month-to-month,1,Fiber optic,Yes,No,Electronic check,No,1
44,54.7,2406.9,One year,8,DSL,No,Yes,Bank transfer,No,0
64,48.46,3101.66,Month-to-month,5,Fiber optic,No,Yes,Mailed check,Yes,1
29,61.29,1777.43,Month-to-month,1,DSL,Yes,No,Mailed check,Yes,1
28,44.39,1242.84,Month-to-month,0,Fiber optic,Yes,No,Credit card,Yes,1
11,75.03,825.36,Month-to-month,0,DSL,No,No,Mailed check,No,1
65,89.12,5792.57,Month-to-month,0,Fiber optic,Yes,Yes,Electronic check,Yes,1
19,43.91,834.27,Two year,3,DSL,Yes,No,Credit card,Yes,0
9,35.44,318.95,One year,3,No,No,Yes,Electronic check,Yes,0
27,29.29,790.95,One year,8,Fiber optic,No,Yes,Bank transfer,No,1
34,69.3,2356.21,One year,0,No,Yes,No,Bank transfer,No,0
44,55.51,2442.37,One year,2,DSL,No,No,Electronic check,Yes,1
68,35.04,2382.81,Two year,2,Fiber optic,No,No,Credit card,No,0
15,72.25,1083.76,One year,7,DSL,No,Yes,Bank transfer,Yes,1
51,31.88,1625.81,Month-to-month,1,Fiber optic,No,No,Credit card,Yes,1
13,64.34,836.47,One year,5,Fiber optic,No,No,Credit card,No,1
49,62.17,3046.42,Month-to-month,3,No,Yes,No,Bank transfer,Yes,1
70,78.74,5511.68,One year,9,DSL,Yes,Yes,Bank transfer,Yes,0
56,24.41,1366.89,One year,5,No,Yes,No,Electronic check,Yes,0
51,91.03,4642.52,Two year,4,Fiber optic,Yes,No,Credit card,Yes,0
37,76.24,2820.86,One year,8,No,Yes,No,Electronic check,Yes,1
17,37.29,633.93,Month-to-month,8,Fiber optic,Yes,No,Mailed check,Yes,1
58,34.67,2011.0,Month-to-month,0,No,No,No,Mailed check,No,1
29,54.53,1581.45,Month-to-month,2,Fiber optic,Yes,No,Mailed check,No,1
33,85.41,2818.37,Month-to-month,0,DSL,No,No,Mailed check,Yes,1
60,87.44,5246.16,Month-to-month,5,DSL,Yes,Yes,Bank transfer,Yes,0
55,61.64,3390.01,Month-to-month,2,DSL,No,No,Bank transfer,No,1
10,88.86,888.65,Month-to-month,0,Fiber optic,No,Yes,Electronic check,Yes,1
47,20.44,960.47,Two year,5,Fiber optic,No,No,Bank transfer,Yes,1
23,22.81,524.72,Month-to-month,4,Fiber optic,No,No,Bank transfer,Yes,1
21,92.95,1951.86,Month-to-month,7,Fiber optic,No,Yes,Bank transfer,No,1
13,82.03,1066.35,Month-to-month,1,DSL,No,Yes,Mailed check,Yes,1
33,56.06,1849.86,One year,7,DSL,Yes,No,Electronic check,No,0
24,80.29,1926.93,Month-to-month,4,DSL,No,No,Credit card,Yes,1
11,96.45,1060.96,One year,7,Fiber optic,No,No,Credit card,Yes,1
17,81.77,1390.04,Month-to-month,9,DSL,Yes,Yes,Credit card,Yes,1
68,87.39,5942.5,One year,3,DSL,Yes,Yes,Mailed check,Yes,0
47,80.85,3799.88,Two year,3,Fiber optic,Yes,Yes,Bank transfer,Yes,0
25,33.46,836.42,Month-to-month,9,DSL,Yes,No,Bank transfer,Yes,1
21,86.69,1820.4,Month-to-month,3,DSL,Yes,No,Credit card,Yes,1
12,35.61,427.3,Month-to-month,5,DSL,No,No,Credit card,No,1
37,91.41,3382.13,One year,3,No,Yes,Yes,Electronic check,Yes,0
42,56.69,2381.06,Month-to-month,8,DSL,No,Yes,Mailed check,Yes,1
17,74.16,1260.69,One year,8,Fiber optic,No,Yes,Bank transfer,Yes,1
48,59.78,2869.4,One year,2,DSL,No,No,Credit card,Yes,0
28,27.52,770.54,One year,6,Fiber optic,No,Yes,Credit card,No,1
41,43.26,1773.57,Month-to-month,4,Fiber optic,Yes,No,Electronic check,Yes,1
47,98.7,4638.83,Month-to-month,8,Fiber optic,No,Yes,Bank transfer,Yes,1
18,96.86,1743.43,One year,1,Fiber optic,Yes,Yes,Bank transfer,No,0
71,45.64,3240.37,Two year,2,Fiber optic,No,No,Electronic check,Yes,1
13,99.7,1296.15,Two year,9,No,Yes,Yes,Electronic check,Yes,0
13,87.64,1139.37,Two year,4,Fiber optic,No,No,Bank transfer,No,1
31,68.88,2135.18,One year,4,Fiber optic,Yes,No,Electronic check,Yes,1
2,23.21,46.42,One year,9,Fiber optic,No,Yes,Credit card,Yes,1
16,92.12,1473.85,One year,6,No,Yes,No,Bank transfer,Yes,1
9,64.59,581.35,Month-to-month,7,Fiber optic,No,No,Mailed check,Yes,1
38,89.48,3400.17,One year,7,DSL,No,No,Bank transfer,No,1
54,86.75,4684.73,Month-to-month,0,Fiber optic,No,Yes,Electronic check,No,1
56,86.64,4851.87,Month-to-month,0,Fiber optic,No,Yes,Mailed check,No,1
45,75.85,3413.43,One year,2,Fiber optic,No,No,Credit card,Yes,1
34,43.31,1472.65,Month-to-month,0,No,Yes,No,Credit card,No,1
9,46.89,422.04,Month-to-month,0,DSL,No,No,Credit card,Yes,1
8,44.68,357.42,Month-to-month,9,DSL,Yes,No,Electronic check,Yes,1
7,21.6,151.23,Two year,7,Fiber optic,No,Yes,Bank transfer,No,1
36,66.61,2397.8,One year,0,DSL,Yes,No,Electronic check,Yes,0
18,75.91,1366.32,One year,8,DSL,No,No,Bank transfer,Yes,1
3,88.31,264.93,Month-to-month,1,Fiber optic,No,No,Electronic check,Yes,1
28,31.21,873.97,Month-to-month,8,DSL,Yes,No,Credit card,No,1
70,63.53,4447.43,Month-to-month,6,DSL,No,No,Electronic check,Yes,1
44,20.64,908.19,Month-to-month,8,DSL,Yes,Yes,Bank transfer,Yes,1
21,27.61,579.76,One year,2,Fiber optic,Yes,No,Credit card,No,0
28,24.34,681.43,Month-to-month,0,DSL,No,Yes,Credit card,Yes,1
54,78.04,4214.07,Month-to-month,0,DSL,Yes,Yes,Mailed check,Yes,0
54,26.48,1430.18,Month-to-month,9,Fiber optic,No,No,Bank transfer,No,1
65,77.32,5025.56,Month-to-month,5,DSL,No,No,Mailed check,Yes,1
21,39.97,839.37,Month-to-month,6,No,No,No,Mailed check,Yes,1
13,90.22,1172.82,One year,8,DSL,Yes,No,Mailed check,Yes,0
57,85.05,4847.96,One year,5,Fiber optic,No,No,Credit card,Yes,1
49,96.63,4734.69,Two year,4,Fiber optic,Yes,Yes,Mailed check,No,0
54,90.7,4897.85,One year,1,Fiber optic,No,Yes,Bank transfer,Yes,1
10,94.67,946.66,Month-to-month,1,DSL,No,No,Bank transfer,No,1
53,88.7,4701.07,One year,7,DSL,Yes,Yes,Mailed check,Yes,1
44,75.47,3320.7,One year,0,Fiber optic,No,No,Mailed check,Yes,1
47,33.62,1580.17,Month-to-month,7,DSL,Yes,Yes,Mailed check,Yes,1
53,41.74,2212.04,One year,9,Fiber optic,Yes,No,Mailed check,Yes,1
46,37.02,1702.84,Two year,6,DSL,Yes,No,Mailed check,Yes,1
13,68.29,887.73,Month-to-month,6,Fiber optic,Yes,No,Mailed check,Yes,1
37,60.29,2230.72,One year,4,No,Yes,Yes,Electronic check,No,0
24,89.37,2144.79,Two year,2,No,Yes,Yes,Credit card,Yes,0
2,96.21,192.43,One year,6,DSL,No,No,Credit card,Yes,1
14,52.39,733.44,One year,6,DSL,Yes,No,Credit card,Yes,1
10,60.51,605.08,Month-to-month,6,No,Yes,Yes,Mailed check,Yes,1
35,97.72,3420.25,Month-to-month,1,Fiber optic,Yes,Yes,Electronic check,Yes,1
25,42.1,1052.48,One year,2,DSL,No,No,Credit card,Yes,1
3,83.39,250.17,One year,2,Fiber optic,Yes,Yes,Bank transfer,Yes,0
17,38.02,646.33,Two year,3,DSL,No,Yes,Credit card,No,0
12,74.52,894.2,Month-to-month,8,No,Yes,Yes,Credit card,Yes,1
54,40.29,2175.62,Month-to-month,9,DSL,Yes,No,Credit card,Yes,1
24,90.7,2176.77,Month-to-month,0,Fiber optic,Yes,No,Credit card,Yes,1
29,64.92,1882.63,Month-to-month,6,Fiber optic,Yes,Yes,Bank transfer,Yes,1
43,34.87,1499.61,Month-to-month,6,No,No,Yes,Mailed check,No,1
25,37.95,948.74,Month-to-month,3,Fiber optic,No,No,Bank transfer,Yes,1
60,59.51,3570.48,Month-to-month,0,DSL,Yes,Yes,Bank transfer,No,0
65,96.93,6300.33,Month-to-month,2,Fiber optic,Yes,Yes,Mailed check,Yes,1
28,81.57,2284.0,Month-to-month,4,No,Yes,Yes,Bank transfer,Yes,1
16,59.06,945.04,Two year,1,Fiber optic,No,Yes,Bank transfer,No,0
47,47.02,2209.82,One year,6,Fiber optic,No,No,Credit card,No,1
58,63.94,3708.61,Month-to-month,9,Fiber optic,No,No,Credit card,Yes,1
27,79.87,2156.46,Two year,9,DSL,No,No,Mailed check,No,1
53,82.71,4383.86,One year,6,Fiber optic,No,No,Credit card,Yes,1
42,45.97,1930.69,Two year,9,DSL,No,No,Mailed check,Yes,1
59,77.69,4583.87,Month-to-month,4,Fiber optic,No,No,Mailed check,Yes,1
47,72.62,3413.29,Month-to-month,9,Fiber optic,No,Yes,Electronic check,No,1
34,96.73,3288.79,Two year,5,DSL,Yes,Yes,Mailed check,Yes,0
37,94.49,3496.03,Month-to-month,0,Fiber optic,No,No,Bank transfer,No,1
6,83.15,498.9,Two year,3,DSL,No,No,Mailed check,Yes,1
7,77.87,545.1,Two year,3,DSL,No,No,Electronic check,Yes,0
25,41.92,1048.08,Two year,7,Fiber optic,Yes,No,Bank transfer,Yes,1
33,87.68,2893.35,Month-to-month,1,Fiber optic,No,No,Electronic check,Yes,1
55,54.2,2981.03,Month-to-month,0,DSL,Yes,Yes,Credit card,Yes,0
58,41.78,2423.2,Month-to-month,6,Fiber optic,Yes,No,Bank transfer,Yes,1
7,50.73,355.13,Two year,5,Fiber optic,No,No,Mailed check,No,1
57,86.87,4951.87,Month-to-month,4,DSL,No,No,Electronic check,No,1
12,31.89,382.69,One year,7,Fiber optic,No,Yes,Mailed check,Yes,1
16,56.49,903.88,Month-to-month,1,DSL,No,No,Credit card,Yes,1
43,59.39,2553.71,Month-to-month,1,Fiber optic,No,No,Bank transfer,Yes,1
7,22.93,160.51,Month-to-month,8,DSL,No,Yes,Mailed check,Yes,1
51,35.66,1818.64,One year,0,DSL,No,No,Credit card,Yes,1
32,86.14,2756.46,Two year,5,DSL,Yes,No,Mailed check,Yes,0
8,86.46,691.69,Month-to-month,2,DSL,No,Yes,Bank transfer,No,1
45,43.39,1952.69,Two year,4,Fiber optic,Yes,No,Credit card,Yes,0
59,89.99,5309.51,One year,7,DSL,No,Yes,Credit card,No,1
4,81.74,326.97,One year,6,DSL,Yes,No,Electronic check,No,0
67,53.43,3579.98,One year,3,No,Yes,Yes,Bank transfer,Yes,0
29,79.87,2316.3,Month-to-month,7,Fiber optic,Yes,Yes,Credit card,No,1
29,96.91,2810.3,Month-to-month,9,DSL,No,No,Bank transfer,Yes,1
28,56.72,1588.09,One year,1,No,Yes,No,Mailed check,No,0
44,39.07,1719.26,Month-to-month,6,DSL,Yes,No,Bank transfer,Yes,1
4,95.35,381.38,Month-to-month,4,Fiber optic,No,No,Electronic check,Yes,1
9,68.3,614.7,Month-to-month,5,DSL,Yes,No,Bank transfer,Yes,1
5,28.42,142.11,One year,2,Fiber optic,Yes,No,Bank transfer,Yes,0
56,65.81,3685.62,Month-to-month,9,Fiber optic,Yes,No,Mailed check,Yes,1
50,60.05,3002.32,One year,6,DSL,No,Yes,Electronic check,Yes,1
15,88.45,1326.71,Month-to-month,6,Fiber optic,No,Yes,Mailed check,Yes,1
32,62.46,1998.58,Two year,1,Fiber optic,No,No,Credit card,Yes,1
28,40.42,1131.72,Month-to-month,0,Fiber optic,Yes,No,Mailed check,Yes,1
22,74.05,1629.13,One year,9,Fiber optic,Yes,No,Electronic check,Yes,1
17,63.41,1077.9,One year,1,Fiber optic,Yes,No,Electronic check,Yes,0
59,38.64,2279.97,One year,7,Fiber optic,No,No,Bank transfer,Yes,1
71,65.89,4678.21,Month-to-month,9,Fiber optic,No,No,Electronic check,No,1
57,85.72,4886.2,One year,2,Fiber optic,No,No,Mailed check,Yes,1
26,22.29,579.43,Month-to-month,3,DSL,No,No,Electronic check,Yes,1
25,70.47,1761.7,Month-to-month,7,Fiber optic,Yes,No,Credit card,Yes,1
10,47.97,479.67,One year,2,Fiber optic,Yes,No,Electronic check,No,0
45,43.41,1953.62,One year,5,No,No,Yes,Electronic check,No,0
11,51.41,565.48,One year,1,Fiber optic,No,Yes,Mailed check,Yes,1
53,47.36,2510.18,Two year,2,DSL,No,Yes,Bank transfer,Yes,0
68,86.58,5887.38,Month-to-month,0,Fiber optic,No,Yes,Bank transfer,Yes,1
28,41.98,1175.55,Two year,8,Fiber optic,No,No,Mailed check,Yes,1
65,78.65,5112.4,Month-to-month,3,Fiber optic,No,Yes,Bank transfer,Yes,1
49,27.52,1348.71,One year,5,Fiber optic,No,Yes,Credit card,No,0
47,96.11,4517.25,One year,6,Fiber optic,Yes,No,Credit card,Yes,1
52,69.79,3628.84,Month-to-month,1,DSL,No,No,Bank transfer,Yes,1
54,76.54,4133.02,Month-to-month,7,Fiber optic,No,No,Mailed check,No,1
60,43.84,2630.59,One year,8,Fiber optic,No,Yes,Mailed check,Yes,1
57,52.97,3019.16,Month-to-month,9,DSL,Yes,No,Bank transfer,No,1
47,37.9,1781.41,Month-to-month,1,DSL,Yes,Yes,Electronic check,No,0
31,94.6,2932.69,Month-to-month,4,Fiber optic,Yes,No,Bank transfer,Yes,1
46,59.05,2716.22,One year,1,Fiber optic,No,No,Credit card,Yes,1
26,70.44,1831.33,Month-to-month,4,No,Yes,No,Credit card,No,1
5,78.74,393.71,Month-to-month,6,No,No,Yes,Electronic check,No,1
52,49.69,2583.8,Month-to-month,5,DSL,No,No,Credit card,Yes,1
54,77.61,4190.84,Month-to-month,3,No,No,No,Mailed check,Yes,1
33,74.08,2444.62,Two year,1,DSL,No,Yes,Electronic check,No,0
50,76.45,3822.64,Two year,6,Fiber optic,No,Yes,Electronic check,No,1
38,59.14,2247.26,Month-to-month,9,DSL,No,No,Electronic check,Yes,1
27,50.63,1367.14,One year,8,DSL,No,No,Mailed check,Yes,1
15,37.77,566.5,One year,0,No,Yes,No,Credit card,Yes,0
61,85.97,5244.18,One year,2,DSL,No,No,Bank transfer,Yes,1
21,68.67,1442.03,One year,6,Fiber optic,No,Yes,Credit card,Yes,1
46,55.55,2555.22,Month-to-month,8,DSL,Yes,Yes,Bank transfer,Yes,1
69,95.52,6590.86,Month-to-month,4,DSL,No,No,Electronic check,Yes,1
6,23.83,142.96,Month-to-month,6,DSL,Yes,No,Bank transfer,Yes,1
38,88.01,3344.52,Month-to-month,9,Fiber optic,Yes,Yes,Credit card,Yes,1
62,99.81,6188.01,One year,6,DSL,Yes,No,Mailed check,Yes,0
62,90.96,5639.23,Month-to-month,3,DSL,No,Yes,Credit card,Yes,1
46,84.83,3902.41,Month-to-month,4,Fiber optic,Yes,No,Mailed check,No,1
13,49.94,649.28,Month-to-month,1,DSL,Yes,Yes,Mailed check,Yes,0
3,38.51,115.52,One year,7,Fiber optic,No,Yes,Mailed check,Yes,1
6,78.79,472.73,Two year,0,No,No,Yes,Bank transfer,No,0
8,44.37,354.93,One year,1,DSL,Yes,Yes,Electronic check,Yes,0
44,34.08,1499.66,Month-to-month,2,Fiber optic,No,No,Electronic check,Yes,1
33,82.92,2736.43,One year,6,Fiber optic,No,No,Electronic check,Yes,1
50,45.0,2250.17,Month-to-month,5,Fiber optic,Yes,No,Mailed check,Yes,1
11,93.16,1024.71,Month-to-month,6,Fiber optic,No,No,Bank transfer,Yes,1
28,87.25,2443.02,Month-to-month,4,No,No,Yes,Bank transfer,Yes,1
70,87.81,6146.79,One year,3,DSL,No,No,Bank transfer,Yes,1
41,81.73,3350.75,One year,6,No,No,No,Credit card,Yes,1
16,90.47,1447.53,Two year,2,No,No,Yes,Bank transfer,Yes,0
68,84.46,5743.26,One year,9,Fiber optic,Yes,Yes,Bank transfer,Yes,1
48,68.2,3273.64,Month-to-month,6,Fiber optic,No,No,Bank transfer,Yes,1
56,43.67,2445.29,Month-to-month,1,Fiber optic,No,Yes,Electronic check,No,1
64,91.06,5827.63,Month-to-month,7,DSL,No,Yes,Mailed check,Yes,1
59,87.25,5147.65,One year,5,Fiber optic,No,No,Credit card,No,1
62,57.83,3585.48,One year,2,DSL,No,No,Electronic check,No,0
11,23.13,254.39,Two year,2,Fiber optic,Yes,No,Bank transfer,Yes,1
18,71.08,1279.5,One year,4,Fiber optic,No,No,Mailed check,No,1
19,24.05,456.91,Two year,2,DSL,No,Yes,Mailed check,No,0
55,94.1,5175.63,One year,5,Fiber optic,No,No,Mailed check,No,1
26,96.93,2520.19,Two year,1,Fiber optic,No,No,Mailed check,Yes,1
6,35.16,210.96,One year,7,Fiber optic,Yes,No,Bank transfer,No,0
4,74.11,296.44,One year,8,DSL,No,Yes,Credit card,Yes,1
29,27.38,794.06,One year,6,Fiber optic,Yes,No,Bank transfer,No,1
59,78.36,4623.32,One year,2,Fiber optic,Yes,No,Mailed check,Yes,0
17,47.78,812.31,Month-to-month,9,Fiber optic,No,No,Bank transfer,No,1
43,74.48,3202.81,Month-to-month,3,Fiber optic,Yes,Yes,Mailed check,Yes,1
66,49.83,3288.79,Month-to-month,9,Fiber optic,Yes,Yes,Bank transfer,No,1
34,31.65,1075.94,Month-to-month,1,Fiber optic,Yes,Yes,Credit card,No,1
8,52.49,419.91,One year,8,DSL,No,Yes,Mailed check,Yes,1
13,29.01,377.18,Month-to-month,4,DSL,Yes,No,Bank transfer,Yes,1
8,66.15,529.21,Month-to-month,1,Fiber optic,No,No,Electronic check,Yes,1
65,23.28,1512.95,Month-to-month,9,No,No,No,Credit card,No,1
43,62.19,2673.98,One year,5,Fiber optic,No,No,Electronic check,No,1
39,90.91,3545.47,Month-to-month,6,DSL,Yes,Yes,Bank transfer,Yes,1
59,87.03,5134.76,Month-to-month,1,DSL,No,No,Credit card,No,1
44,90.62,3987.39,Month-to-month,0,Fiber optic,Yes,Yes,Credit card,Yes,1
9,93.76,843.88,Month-to-month,6,Fiber optic,Yes,Yes,Credit card,Yes,1
37,28.36,1049.4,Two year,0,DSL,Yes,Yes,Bank transfer,Yes,0
36,30.3,1090.79,Month-to-month,2,Fiber optic,Yes,No,Credit card,Yes,1
28,64.56,1807.7,One year,3,DSL,No,No,Credit card,Yes,0
42,91.52,3843.75,One year,1,DSL,No,Yes,Electronic check,No,0
43,97.95,4211.76,Two year,6,DSL,Yes,No,Bank transfer,Yes,1
42,23.7,995.44,Month-to-month,4,Fiber optic,No,Yes,Mailed check,No,1
66,48.46,3198.49,Month-to-month,0,No,Yes,Yes,Bank transfer,Yes,1
55,37.03,2036.73,Month-to-month,7,DSL,No,No,Bank transfer,No,1
48,80.48,3862.91,Month-to-month,9,Fiber optic,No,Yes,Credit card,No,1
22,71.22,1566.74,One year,6,DSL,No,No,Electronic check,Yes,1
27,29.59,798.96,Month-to-month,3,Fiber optic,Yes,No,Electronic check,Yes,1
67,58.68,3931.68,Month-to-month,1,Fiber optic,No,Yes,Bank transfer,No,1
13,74.84,972.86,Two year,6,DSL,Yes,Yes,Mailed check,Yes,0
45,82.32,3704.42,One year,1,DSL,Yes,No,Bank transfer,Yes,0
10,21.6,216.04,Month-to-month,5,Fiber optic,No,Yes,Mailed check,Yes,1
9,91.24,821.14,Month-to-month,0,Fiber optic,No,No,Mailed check,No,1
54,65.54,3539.3,Month-to-month,6,DSL,Yes,No,Bank transfer,No,1
27,84.95,2293.72,Two year,6,Fiber optic,Yes,No,Credit card,No,1
34,84.64,2877.59,Two year,3,Fiber optic,Yes,No,Credit card,No,0
1,35.19,35.19,Two year,3,Fiber optic,Yes,No,Mailed check,Yes,1
32,28.81,922.04,Two year,9,Fiber optic,Yes,Yes,Electronic check,No,0
71,77.7,5516.91,One year,4,Fiber optic,No,Yes,Credit card,Yes,1
67,32.51,2178.45,Month-to-month,1,Fiber optic,Yes,No,Credit card,Yes,1
20,87.99,1759.9,Month-to-month,8,Fiber optic,Yes,Yes,Mailed check,Yes,1
35,78.1,2733.33,One year,9,No,No,No,Mailed check,Yes,1
17,87.35,1484.88,Two year,3,DSL,No,No,Mailed check,No,0
18,43.92,790.58,Month-to-month,8,Fiber optic,No,Yes,Credit card,Yes,1
45,45.33,2039.75,One year,2,DSL,No,Yes,Credit card,Yes,0
53,73.7,3905.98,Two year,8,DSL,Yes,No,Electronic check,Yes,1
68,22.52,1531.07,Month-to-month,0,Fiber optic,No,No,Electronic check,Yes,1
65,78.12,5077.78,Two year,6,No,No,Yes,Bank transfer,Yes,1
1,86.86,86.86,Month-to-month,3,DSL,No,No,Mailed check,No,1
58,53.21,3086.36,Month-to-month,6,No,No,No,Credit card,Yes,1
26,81.19,2110.95,Month-to-month,9,DSL,No,Yes,Electronic check,No,1
20,33.97,679.38,One year,5,DSL,No,Yes,Mailed check,Yes,0
10,45.78,457.81,One year,3,DSL,Yes,Yes,Mailed check,Yes,0
59,97.94,5778.72,Month-to-month,3,Fiber optic,No,No,Bank transfer,Yes,1
41,98.91,4055.16,Two year,7,Fiber optic,No,No,Mailed check,Yes,1
5,61.01,305.04,One year,6,Fiber optic,No,No,Electronic check,Yes,1
65,94.74,6158.2,One year,3,Fiber optic,Yes,Yes,Bank transfer,Yes,0
17,61.82,1050.91,Month-to-month,5,Fiber optic,No,No,Credit card,Yes,1
22,43.33,953.2,Two year,5,Fiber optic,Yes,No,Bank transfer,Yes,1
41,41.35,1695.43,Month-to-month,0,DSL,No,Yes,Mailed check,Yes,1
68,94.36,6416.51,Month-to-month,1,Fiber optic,No,Yes,Mailed check,Yes,1
69,33.8,2331.9,Month-to-month,3,Fiber optic,No,No,Electronic check,No,1
11,66.37,730.08,Month-to-month,5,DSL,No,No,Mailed check,Yes,1
56,64.44,3608.75,Two year,5,DSL,Yes,No,Credit card,Yes,0
51,79.17,4037.66,Month-to-month,0,Fiber optic,No,No,Electronic check,No,1
21,59.94,1258.73,Month-to-month,7,DSL,No,Yes,Mailed check,No,1
26,41.78,1086.35,Two year,1,Fiber optic,No,Yes,Credit card,Yes,1
19,33.55,637.48,One year,4,DSL,No,Yes,Electronic check,Yes,0
60,69.67,4179.93,One year,3,Fiber optic,Yes,Yes,Mailed check,Yes,0
71,77.52,5503.87,Month-to-month,4,DSL,No,No,Credit card,Yes,1
47,65.56,3081.4,One year,4,No,No,No,Credit card,Yes,1
71,79.07,5613.84,Month-to-month,9,No,No,Yes,Bank transfer,Yes,1
26,31.32,814.36,Two year,7,No,Yes,No,Electronic check,Yes,1
40,90.6,3623.9,One year,9,DSL,Yes,Yes,Bank transfer,Yes,0
5,66.59,332.96,One year,6,Fiber optic,No,Yes,Credit card,Yes,1
21,30.15,633.1,Month-to-month,8,Fiber optic,No,Yes,Bank transfer,Yes,1
4,56.95,227.82,Month-to-month,0,Fiber optic,Yes,Yes,Bank transfer,Yes,1
23,87.58,2014.42,Month-to-month,5,DSL,No,Yes,Bank transfer,Yes,1
15,91.8,1377.07,Month-to-month,5,Fiber optic,Yes,Yes,Electronic check,Yes,1
8,41.17,329.38,Month-to-month,1,No,Yes,No,Mailed check,Yes,1
41,76.9,3152.95,One year,7,DSL,Yes,Yes,Bank transfer,No,0
19,28.0,531.98,Month-to-month,5,DSL,No,No,Mailed check,No,1
46,22.68,1043.45,One year,9,DSL,Yes,Yes,Electronic check,Yes,1
28,64.83,1815.29,Month-to-month,8,DSL,No,No,Mailed check,Yes,1
68,75.59,5139.86,Month-to-month,9,Fiber optic,No,No,Electronic check,Yes,1
15,83.66,1254.94,One year,4,Fiber optic,No,No,Mailed check,Yes,1
37,47.22,1747.04,One year,6,DSL,Yes,No,Electronic check,No,1
1,20.52,20.52,Month-to-month,5,Fiber optic,No,No,Credit card,Yes,1
67,58.36,3910.22,Month-to-month,4,Fiber optic,Yes,Yes,Electronic check,No,1
24,21.27,510.44,One year,5,DSL,No,No,Mailed check,Yes,1
27,27.36,738.69,Month-to-month,3,Fiber optic,No,Yes,Bank transfer,Yes,1
40,46.14,1845.4,Month-to-month,2,DSL,Yes,Yes,Credit card,Yes,0
63,54.97,3463.35,One year,0,Fiber optic,No,Yes,Bank transfer,Yes,1
61,42.36,2583.81,Month-to-month,0,DSL,Yes,No,Mailed check,No,1
36,66.55,2395.77,Month-to-month,5,Fiber optic,No,Yes,Bank transfer,No,1
24,24.43,586.27,Two year,8,DSL,No,No,Bank transfer,Yes,1
24,31.57,757.59,One year,7,No,No,Yes,Electronic check,Yes,1
4,75.62,302.48,Month-to-month,1,Fiber optic,Yes,No,Mailed check,Yes,1
67,31.37,2101.87,One year,8,DSL,No,Yes,Bank transfer,Yes,1
34,71.18,2420.19,Month-to-month,7,Fiber optic,Yes,No,Bank transfer,Yes,1
57,24.37,1389.36,Two year,8,DSL,No,No,Bank transfer,Yes,1
49,52.59,2576.94,One year,3,Fiber optic,Yes,No,Mailed check,No,0
53,34.19,1812.22,Month-to-month,8,DSL,No,No,Credit card,No,1
23,28.77,661.73,Month-to-month,1,Fiber optic,No,No,Bank transfer,Yes,1
69,65.36,4510.02,Month-to-month,0,DSL,No,No,Bank transfer,Yes,1
53,94.27,4996.14,One year,8,DSL,No,No,Credit card,No,1
62,24.38,1511.74,One year,9,DSL,Yes,No,Credit card,No,1
41,53.72,2202.7,Month-to-month,7,DSL,Yes,Yes,Credit card,Yes,1
57,76.6,4366.36,Month-to-month,6,Fiber optic,Yes,Yes,Bank transfer,No,1
60,57.02,3420.9,Month-to-month,7,DSL,No,Yes,Electronic check,No,1
54,84.52,4564.06,Month-to-month,0,Fiber optic,No,No,Mailed check,Yes,1
70,34.37,2406.01,Month-to-month,8,Fiber optic,No,No,Bank transfer,No,1
57,96.77,5515.75,One year,9,DSL,No,Yes,Credit card,Yes,1
10,50.81,508.13,One year,8,Fiber optic,No,Yes,Credit card,No,1
40,47.33,1893.02,Two year,8,Fiber optic,No,No,Credit card,Yes,1
7,89.97,629.78,Two year,5,Fiber optic,No,Yes,Credit card,Yes,1
38,65.11,2474.16,One year,3,Fiber optic,No,No,Electronic check,Yes,1
61,61.32,3740.25,One year,1,DSL,No,No,Mailed check,Yes,1
3,78.16,234.47,Two year,3,DSL,No,No,Electronic check,No,1
